球员,球队,对阵,时间,状态,首发,出场时间,三分球命中,三分球出手,两分球命中,两分球出手,罚球命中,罚球出手,进攻,篮板,助攻,抢断,盖帽,失误,犯规,得分,编号
田嘉夫,山东,广州,2019-11-10 19:35,100:99(已结束),0,24.1,3,5,0,2,0,0,0,4,0,0,1,1,3,9,501382
詹姆斯-梅斯,山东,广州,2019-11-10 19:35,100:99(已结束),0,29.4,2,5,6,8,4,4,7,13,1,0,0,2,4,22,100012421
张庆鹏,山东,广州,2019-11-10 19:35,100:99(已结束),0,27.6,1,4,1,2,0,0,1,2,6,2,0,0,1,5,100126
陈培东,山东,广州,2019-11-10 19:35,100:99(已结束),0,26.0,3,6,3,5,0,0,2,3,1,2,0,1,0,15,502890
张永鹏,广州,山东,2019-11-10 19:35,100:99(已结束),1,25.1,0,0,0,1,0,0,1,6,1,0,1,1,6,0,500352
安德鲁-尼克尔森,广州,山东,2019-11-10 19:35,100:99(已结束),1,37.9,3,6,8,13,6,7,3,10,1,1,0,2,2,31,100002140
司坤,广州,山东,2019-11-10 19:35,100:99(已结束),1,34.2,0,4,2,3,7,8,5,6,1,2,0,1,2,11,501746
陈盈骏,广州,山东,2019-11-10 19:35,100:99(已结束),1,40.6,3,7,3,8,2,2,2,6,1,0,0,2,2,17,504143
马库斯-亨特,广州,山东,2019-11-10 19:35,100:99(已结束),1,34.1,0,5,6,10,9,12,0,3,4,0,0,1,4,21,100028978
郑准,广州,山东,2019-11-10 19:35,100:99(已结束),0,9.7,0,0,0,0,0,0,1,1,0,0,1,1,2,0,500509
孙鸣阳,广州,山东,2019-11-10 19:35,100:99(已结束),0,23.4,1,4,0,1,4,6,2,6,2,1,0,0,4,7,501403
刘丰搏,广州,山东,2019-11-10 19:35,100:99(已结束),0,13.0,1,1,1,2,0,0,0,0,0,0,0,0,1,5,501874
姚天一,广州,山东,2019-11-10 19:35,100:99(已结束),0,22.1,1,4,2,2,0,0,0,2,3,3,0,2,1,7,501979
多纳塔斯-莫泰尤纳斯,上海,天津,2019-11-10 19:35,94:86(已结束),1,37.9,2,3,9,14,3,5,3,15,3,3,1,3,2,27,100002150
张春军,上海,天津,2019-11-10 19:35,94:86(已结束),1,10.6,0,0,0,2,0,0,0,1,2,1,0,0,1,0,501156
鞠明欣,上海,天津,2019-11-10 19:35,94:86(已结束),1,9.7,0,1,2,3,0,0,1,1,0,0,0,0,3,4,501398
罗旭东,上海,天津,2019-11-10 19:35,94:86(已结束),1,40.3,1,1,7,11,3,3,0,3,6,2,0,2,2,20,100072
施宇晨,上海,天津,2019-11-10 19:35,94:86(已结束),1,11.1,1,4,0,2,0,0,0,1,1,0,1,0,2,3,502764
董瀚麟,上海,天津,2019-11-10 19:35,94:86(已结束),0,14.2,0,0,0,3,2,2,2,3,1,0,0,1,5,2,500539
蔡亮,上海,天津,2019-11-10 19:35,94:86(已结束),0,32.6,2,2,1,4,1,1,1,4,1,1,0,2,5,9,500367
李根,上海,天津,2019-11-10 19:35,94:86(已结束),0,30.8,0,7,3,5,0,0,0,0,3,1,2,0,0,6,500536
王潼,上海,天津,2019-11-10 19:35,94:86(已结束),0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502769
詹姆斯-纳纳利,上海,天津,2019-11-10 19:35,94:86(已结束),0,32.4,1,5,5,8,8,8,3,8,2,0,1,3,0,21,100026410
罗汉琛,上海,天津,2019-11-10 19:35,94:86(已结束),0,19.7,0,2,0,3,2,2,0,2,2,2,0,0,1,2,501532
时德帅,天津,上海,2019-11-10 19:35,94:86(已结束),1,27.5,1,3,0,3,1,2,1,3,0,0,0,1,0,4,501763
马尔科-托多罗维奇,天津,上海,2019-11-10 19:35,94:86(已结束),1,34.6,0,1,12,18,2,2,5,15,3,1,1,4,4,26,100025549
孟子凯,天津,上海,2019-11-10 19:35,94:86(已结束),1,18.5,0,2,2,3,1,3,0,6,0,0,0,0,3,5,501762
李荣培,天津,上海,2019-11-10 19:35,94:86(已结束),1,31.1,0,5,1,5,1,2,0,1,4,2,2,0,4,3,501761
田野,天津,上海,2019-11-10 19:35,94:86(已结束),1,3.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,600283
潘宁,天津,上海,2019-11-10 19:35,94:86(已结束),0,16.9,0,0,0,2,1,2,1,2,1,0,0,1,2,1,501701
刘伟,天津,上海,2019-11-10 19:35,94:86(已结束),0,17.1,0,0,5,6,0,2,2,5,0,1,0,1,3,10,101336
金鑫,天津,上海,2019-11-10 19:35,94:86(已结束),0,23.1,0,0,4,5,0,0,3,6,1,0,0,2,3,8,501760
何思雨,天津,上海,2019-11-10 19:35,94:86(已结束),0,1.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,502630
史仪,天津,上海,2019-11-10 19:35,94:86(已结束),0,12.9,1,3,0,1,2,2,0,1,1,1,0,2,1,5,502748
刘帅,天津,上海,2019-11-10 19:35,94:86(已结束),0,16.1,0,2,1,1,0,0,0,0,1,1,0,0,1,2,100002564
查森-兰德尔,天津,上海,2019-11-10 19:35,94:86(已结束),0,36.8,3,5,5,12,3,4,0,4,2,1,0,4,4,22,100026412
朱彦西,北京,青岛,2019-11-10 19:35,115:104(已结束),1,34.5,4,8,1,1,1,2,2,4,0,2,0,0,2,15,501234
塔瑞克-加尼尤,北京,青岛,2019-11-10 19:35,115:104(已结束),1,9.3,0,0,3,5,1,2,1,2,0,0,1,0,4,7,502650
翟晓川,北京,青岛,2019-11-10 19:35,115:104(已结束),1,35.0,2,5,3,7,2,2,1,7,1,1,0,0,4,14,501346
方硕,北京,青岛,2019-11-10 19:35,115:104(已结束),1,25.1,1,5,0,2,0,0,2,4,8,0,0,1,3,3,500519
林书豪,北京,青岛,2019-11-10 19:35,115:104(已结束),1,38.5,0,3,8,17,11,13,2,7,6,1,0,5,4,27,100026408
常林,北京,青岛,2019-11-10 19:35,115:104(已结束),0,11.5,0,0,2,2,0,0,1,4,1,1,0,1,2,4,400102
贾斯丁-汉密尔顿,北京,青岛,2019-11-10 19:35,115:104(已结束),0,33.5,0,2,5,8,9,9,2,6,3,1,1,0,4,19,504139
王骁辉,北京,青岛,2019-11-10 19:35,115:104(已结束),0,18.3,1,3,1,1,0,0,1,3,2,0,1,1,1,5,500517
张才仁,北京,青岛,2019-11-10 19:35,115:104(已结束),0,6.8,0,0,2,2,1,1,0,1,1,0,0,0,0,5,501976
刘晓宇,北京,青岛,2019-11-10 19:35,115:104(已结束),0,27.4,3,4,3,6,1,1,0,2,1,1,0,2,3,16,100006
刘传兴,青岛,北京,2019-11-10 19:35,115:104(已结束),1,15.4,0,0,2,2,1,2,2,5,1,0,2,0,2,5,100013553
翟逸,青岛,北京,2019-11-10 19:35,115:104(已结束),1,15.9,0,1,1,3,0,0,1,1,2,0,0,1,1,2,501470
赵泰隆,青岛,北京,2019-11-10 19:35,115:104(已结束),1,34.7,1,7,5,7,1,3,0,2,0,0,0,0,4,14,500382
王庆明,青岛,北京,2019-11-10 19:35,115:104(已结束),1,33.9,5,8,1,2,3,4,0,4,0,0,0,0,3,20,501485
达柳斯-亚当斯,青岛,北京,2019-11-10 19:35,115:104(已结束),1,41.8,1,9,7,13,8,10,1,7,5,4,1,5,3,25,503547
达卡里-约翰逊,青岛,北京,2019-11-10 19:35,115:104(已结束),0,30.2,0,0,7,10,3,5,3,13,3,1,0,4,4,17,100014112
焦海龙,青岛,北京,2019-11-10 19:35,115:104(已结束),0,16.5,1,2,0,1,2,2,1,1,0,1,0,1,5,5,502668
赵大鹏,青岛,北京,2019-11-10 19:35,115:104(已结束),0,12.1,0,1,1,2,0,0,2,3,1,1,0,0,1,2,501180
张骋宇,青岛,北京,2019-11-10 19:35,115:104(已结束),0,30.5,2,3,2,7,0,0,0,3,0,0,1,0,0,10,500660
林韦翰,青岛,北京,2019-11-10 19:35,115:104(已结束),0,9.1,0,0,2,3,0,0,0,1,0,0,0,0,1,4,100024774
沈梓捷,深圳,北控,2019-11-10 19:35,87:94(已结束),1,30.3,0,0,3,9,2,4,0,3,0,0,0,1,3,8,501674
卢艺文,深圳,北控,2019-11-10 19:35,87:94(已结束),1,24.6,0,2,0,2,0,2,0,1,2,0,0,0,1,0,501672
顾全,深圳,北控,2019-11-10 19:35,87:94(已结束),1,23.6,2,3,0,2,0,1,0,4,0,0,1,2,3,6,501176
德怀特-拜克斯,深圳,北控,2019-11-10 19:35,87:94(已结束),1,34.0,1,3,5,12,2,2,0,1,6,1,0,6,5,15,504885
白昊天,深圳,北控,2019-11-10 19:35,87:94(已结束),1,13.9,0,0,1,2,1,2,0,1,1,0,0,0,4,3,502845
李慕豪,深圳,北控,2019-11-10 19:35,87:94(已结束),0,27.3,0,0,5,6,4,7,3,11,2,0,3,1,4,14,501178
孟铎,深圳,北控,2019-11-10 19:35,87:94(已结束),0,10.2,0,0,0,0,1,2,0,2,0,1,0,3,2,1,100111
何忠勉,深圳,北控,2019-11-10 19:35,87:94(已结束),0,4.0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,500665
韩驭丰,深圳,北控,2019-11-10 19:35,87:94(已结束),0,3.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,502848
沙巴兹-穆罕穆德,深圳,北控,2019-11-10 19:35,87:94(已结束),0,32.3,2,3,3,10,5,8,2,9,2,0,0,2,1,17,100014197
贺希宁,深圳,北控,2019-11-10 19:35,87:94(已结束),0,25.3,0,1,6,9,3,5,1,5,0,2,0,1,2,15,501994
杨林祎,深圳,北控,2019-11-10 19:35,87:94(已结束),0,11.3,2,4,1,1,0,0,0,2,0,0,0,0,1,8,504102
桑尼-萨卡基尼,北控,深圳,2019-11-10 19:35,87:94(已结束),1,29.0,1,2,7,15,0,1,5,16,1,1,1,0,5,17,501255
王少杰,北控,深圳,2019-11-10 19:35,87:94(已结束),1,26.8,0,0,1,4,3,7,1,3,0,0,1,2,5,5,100012401
孙悦,北控,深圳,2019-11-10 19:35,87:94(已结束),1,33.3,1,7,3,6,2,2,1,2,1,0,0,0,2,11,101492
王子瑞,北控,深圳,2019-11-10 19:35,87:94(已结束),1,37.5,1,4,2,4,1,2,0,0,2,1,2,1,2,8,501301
凯尔-弗格,北控,深圳,2019-11-10 19:35,87:94(已结束),1,42.9,1,4,8,16,6,7,1,9,9,2,1,3,4,25,100002143
杰森-汤普森,北控,深圳,2019-11-10 19:35,87:94(已结束),0,19.6,0,1,5,10,0,0,2,3,2,1,0,1,4,10,502304
孙桐林,北控,深圳,2019-11-10 19:35,87:94(已结束),0,25.7,0,0,3,4,2,2,4,10,1,4,1,4,2,8,501177
高尚,北控,深圳,2019-11-10 19:35,87:94(已结束),0,10.7,1,3,1,2,0,0,1,1,0,1,0,0,2,5,501401
许梦君,北控,深圳,2019-11-10 19:35,87:94(已结束),0,4.1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,502697
张帆,北控,深圳,2019-11-10 19:35,87:94(已结束),0,10.5,1,1,1,1,0,0,0,0,0,3,0,2,1,5,501781
柳伟,江苏,四川,2019-11-10 20:00,117:101(已结束),1,25.8,0,2,3,4,0,0,0,3,3,1,0,1,6,6,100164
米罗斯拉夫-拉杜利察,江苏,四川,2019-11-10 20:00,117:101(已结束),1,34.8,2,2,15,20,5,7,3,13,3,0,2,4,4,41,502303
易立,江苏,四川,2019-11-10 20:00,117:101(已结束),1,28.4,0,1,1,2,3,4,0,3,1,1,0,0,2,5,100019
黄荣奇,江苏,四川,2019-11-10 20:00,117:101(已结束),1,23.4,1,2,2,3,2,2,1,3,3,0,0,1,5,9,502861
史鸿飞,江苏,四川,2019-11-10 20:00,117:101(已结束),1,39.1,3,4,0,1,2,2,0,2,5,0,0,1,1,11,501345
侯逸凡,江苏,四川,2019-11-10 20:00,117:101(已结束),0,10.6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,504101
赵率舟,江苏,四川,2019-11-10 20:00,117:101(已结束),0,2.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,501737
安东尼奥-布莱克尼,江苏,四川,2019-11-10 20:00,117:101(已结束),0,33.6,3,6,7,13,3,5,0,5,5,1,0,3,1,26,100026409
王洪,江苏,四川,2019-11-10 20:00,117:101(已结束),0,8.9,0,0,0,0,0,0,1,2,1,0,0,1,5,0,503544
吴冠希,江苏,四川,2019-11-10 20:00,117:101(已结束),0,32.7,0,0,6,9,7,8,2,8,3,0,0,5,4,19,501882
袁振梁,四川,江苏,2019-11-10 20:00,117:101(已结束),1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,503341
李原宇,四川,江苏,2019-11-10 20:00,117:101(已结束),1,42.8,1,6,0,7,7,10,4,9,2,3,0,3,5,10,501166
左朕年,四川,江苏,2019-11-10 20:00,117:101(已结束),1,24.8,1,3,2,5,1,2,0,1,1,2,0,0,5,8,502024
考特尼-福特森,四川,江苏,2019-11-10 20:00,117:101(已结束),1,39.9,7,9,5,10,13,16,0,3,11,1,0,4,4,44,503548
胡林森,四川,江苏,2019-11-10 20:00,117:101(已结束),1,21.8,1,5,0,1,0,0,0,0,1,0,0,0,0,3,502860
于刚,四川,江苏,2019-11-10 20:00,117:101(已结束),0,8.0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,501021
侯天一,四川,江苏,2019-11-10 20:00,117:101(已结束),0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502010
陈辰,四川,江苏,2019-11-10 20:00,117:101(已结束),0,8.7,0,4,0,0,0,0,1,1,0,0,0,0,1,0,502296
托马斯-罗宾逊,四川,江苏,2019-11-10 20:00,117:101(已结束),0,32.1,0,0,9,14,3,6,4,9,0,1,0,1,3,21,100016394
孟达,四川,江苏,2019-11-10 20:00,117:101(已结束),0,27.1,3,7,2,2,2,2,0,0,0,2,0,1,1,15,100026
李柯七,四川,江苏,2019-11-10 20:00,117:101(已结束),0,27.2,0,2,0,0,0,0,0,2,1,1,0,0,1,0,502004
贾诚,山东,天津,2019-11-12 19:35,96:82(已结束),1,30.0,1,2,4,5,5,6,8,14,2,0,2,4,6,16,501161
陶汉林,山东,天津,2019-11-12 19:35,96:82(已结束),1,33.5,0,0,5,7,2,6,8,15,2,2,2,3,4,12,500684
李敬宇,山东,天津,2019-11-12 19:35,96:82(已结束),1,15.6,0,2,0,1,0,0,1,2,1,0,0,0,1,0,500331
莱斯特-哈德森,山东,天津,2019-11-12 19:35,96:82(已结束),1,41.1,2,15,4,10,7,9,1,6,4,0,0,3,3,21,501217
陈培东,山东,天津,2019-11-12 19:35,96:82(已结束),1,35.5,2,5,5,7,1,1,0,2,2,2,0,1,4,17,502890
朱荣振,山东,天津,2019-11-12 19:35,96:82(已结束),0,1.9,0,0,0,0,2,2,0,1,0,0,0,0,0,2,504067
孙贺男,山东,天津,2019-11-12 19:35,96:82(已结束),0,9.8,0,1,2,3,2,2,1,5,0,0,0,0,0,6,501182
田嘉夫,山东,天津,2019-11-12 19:35,96:82(已结束),0,12.7,2,3,1,1,0,0,0,1,0,0,0,0,2,8,501382
詹姆斯-梅斯,山东,天津,2019-11-12 19:35,96:82(已结束),0,17.9,0,1,0,1,1,4,1,7,3,2,2,2,3,1,100012421
张庆鹏,山东,天津,2019-11-12 19:35,96:82(已结束),0,9.3,0,2,0,0,0,0,1,2,1,0,0,0,2,0,100126
王汝恒,山东,天津,2019-11-12 19:35,96:82(已结束),0,30.9,3,6,1,3,2,2,0,1,2,4,0,0,2,13,501163
张辉,山东,天津,2019-11-12 19:35,96:82(已结束),0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501709
时德帅,天津,山东,2019-11-12 19:35,96:82(已结束),1,31.1,0,2,6,10,6,7,5,11,1,0,0,1,5,18,501763
马尔科-托多罗维奇,天津,山东,2019-11-12 19:35,96:82(已结束),1,23.7,0,0,3,10,7,7,4,12,1,0,0,4,1,13,100025549
孟子凯,天津,山东,2019-11-12 19:35,96:82(已结束),1,13.9,0,1,0,1,0,2,1,1,0,1,0,0,1,0,501762
李荣培,天津,山东,2019-11-12 19:35,96:82(已结束),1,36.2,2,6,2,7,0,0,1,4,2,1,1,1,2,10,501761
史仪,天津,山东,2019-11-12 19:35,96:82(已结束),1,16.0,0,0,1,2,0,0,0,0,1,1,0,1,4,2,502748
潘宁,天津,山东,2019-11-12 19:35,96:82(已结束),0,26.4,1,3,1,1,1,4,0,3,0,1,2,1,0,6,501701
刘伟,天津,山东,2019-11-12 19:35,96:82(已结束),0,13.0,0,0,1,3,0,0,1,1,0,1,0,0,3,2,101336
金鑫,天津,山东,2019-11-12 19:35,96:82(已结束),0,2.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,501760
何思雨,天津,山东,2019-11-12 19:35,96:82(已结束),0,14.6,0,1,1,2,0,0,0,1,0,1,0,1,6,2,502630
刘帅,天津,山东,2019-11-12 19:35,96:82(已结束),0,25.1,0,0,2,3,1,2,2,3,1,1,0,0,1,5,100002564
查森-兰德尔,天津,山东,2019-11-12 19:35,96:82(已结束),0,37.4,3,6,4,15,7,7,0,1,4,3,1,3,3,24,100026412
韩德君,辽宁,同曦,2019-11-12 19:35,126:107(已结束),1,27.2,0,0,6,6,5,5,3,5,2,0,0,1,2,17,500345
李晓旭,辽宁,同曦,2019-11-12 19:35,126:107(已结束),1,23.9,0,0,2,6,0,0,1,7,0,1,0,0,2,4,100130
郭艾伦,辽宁,同曦,2019-11-12 19:35,126:107(已结束),1,33.8,0,3,12,13,7,8,0,7,5,2,0,2,4,31,501070
赵继伟,辽宁,同曦,2019-11-12 19:35,126:107(已结束),1,28.9,0,4,1,3,2,4,0,2,1,2,0,0,3,4,501736
兰斯-史蒂芬森,辽宁,同曦,2019-11-12 19:35,126:107(已结束),1,40.0,2,5,8,13,8,10,2,10,7,0,0,4,3,30,100000374
布兰登-巴斯,辽宁,同曦,2019-11-12 19:35,126:107(已结束),0,31.4,0,0,11,18,3,5,1,2,3,1,1,2,0,25,504142
刘志轩,辽宁,同曦,2019-11-12 19:35,126:107(已结束),0,17.2,0,1,0,0,0,2,0,2,2,3,1,0,0,0,501170
郭旭,辽宁,同曦,2019-11-12 19:35,126:107(已结束),0,1.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,501727
贺天举,辽宁,同曦,2019-11-12 19:35,126:107(已结束),0,13.4,4,5,0,0,0,0,0,2,2,0,0,0,0,12,500678
高诗岩,辽宁,同曦,2019-11-12 19:35,126:107(已结束),0,22.6,1,2,0,1,0,0,1,3,1,0,1,2,2,3,501726
宋建骅,同曦,辽宁,2019-11-12 19:35,126:107(已结束),1,20.7,1,3,0,0,0,0,1,2,1,1,0,0,6,3,501380
郭一飞,同曦,辽宁,2019-11-12 19:35,126:107(已结束),1,28.1,0,1,2,2,1,1,0,1,0,1,0,0,4,5,501477
王睿,同曦,辽宁,2019-11-12 19:35,126:107(已结束),1,6.3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,502873
贝南-雅克查理,同曦,辽宁,2019-11-12 19:35,126:107(已结束),1,33.6,3,10,6,7,4,5,0,4,4,2,0,0,1,25,100001018
约瑟夫-杨,同曦,辽宁,2019-11-12 19:35,126:107(已结束),1,39.2,2,7,15,22,4,4,0,4,3,1,0,3,1,40,100014107
哈麦-哈达迪,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,31.8,0,2,7,11,2,2,2,13,3,2,2,3,6,16,501880
买尔丹-吐尔逊,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,9.6,0,0,0,0,0,0,1,2,0,0,0,0,2,0,500516
孙思尧,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,20.3,0,2,1,1,0,0,0,5,0,0,0,0,1,2,100024770
卢伟,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,9.4,1,1,1,3,0,0,0,0,0,1,0,0,2,5,100128
于长春,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,8.9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,500701
冯欣,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,11.6,1,1,0,0,0,0,0,0,0,0,0,1,2,3,501031
何敬佳,同曦,辽宁,2019-11-12 19:35,126:107(已结束),0,20.6,0,0,4,4,0,0,1,2,1,2,0,4,1,8,501980
葛昭宝,山西,上海,2019-11-12 19:35,106:87(已结束),1,22.5,0,1,1,2,4,4,2,4,3,1,0,1,5,6,501322
任骏威,山西,上海,2019-11-12 19:35,106:87(已结束),1,40.1,3,6,4,10,2,2,1,5,2,1,0,1,1,19,501167
刘冠岑,山西,上海,2019-11-12 19:35,106:87(已结束),1,40.0,1,7,3,4,0,0,3,6,1,3,0,2,1,9,501697
贾马尔-富兰克林,山西,上海,2019-11-12 19:35,106:87(已结束),1,42.1,5,13,7,11,7,9,3,11,12,4,2,2,3,36,502332
原帅,山西,上海,2019-11-12 19:35,106:87(已结束),1,45.8,6,11,1,1,0,0,0,0,2,2,0,1,1,20,501459
埃里克-莫兰德,山西,上海,2019-11-12 19:35,106:87(已结束),0,22.8,0,0,4,4,0,0,2,11,3,0,1,3,4,8,100027021
闫鹏飞,山西,上海,2019-11-12 19:35,106:87(已结束),0,6.8,0,0,2,3,0,0,1,3,0,0,0,2,3,4,501318
邢志强,山西,上海,2019-11-12 19:35,106:87(已结束),0,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,501319
张泽龙,山西,上海,2019-11-12 19:35,106:87(已结束),0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501680
郭晓鹏,山西,上海,2019-11-12 19:35,106:87(已结束),0,10.5,1,1,0,4,1,2,1,1,1,0,0,0,1,4,501668
田桂森,山西,上海,2019-11-12 19:35,106:87(已结束),0,6.2,0,1,0,1,0,0,0,2,1,0,0,1,0,0,501320
多纳塔斯-莫泰尤纳斯,上海,山西,2019-11-12 19:35,106:87(已结束),1,37.1,0,3,7,11,1,3,1,15,8,0,0,6,2,15,100002150
张春军,上海,山西,2019-11-12 19:35,106:87(已结束),1,3.6,0,2,1,1,0,0,1,1,0,0,0,0,2,2,501156
鞠明欣,上海,山西,2019-11-12 19:35,106:87(已结束),1,21.4,1,3,2,4,0,0,1,2,2,2,0,2,5,7,501398
罗旭东,上海,山西,2019-11-12 19:35,106:87(已结束),1,42.2,0,2,3,5,4,4,0,3,6,1,0,2,2,10,100072
施宇晨,上海,山西,2019-11-12 19:35,106:87(已结束),1,16.5,0,1,1,2,0,0,0,0,0,0,0,1,3,2,502764
董瀚麟,上海,山西,2019-11-12 19:35,106:87(已结束),0,29.0,0,0,9,11,1,4,3,6,0,4,1,1,4,19,500539
蔡亮,上海,山西,2019-11-12 19:35,106:87(已结束),0,26.5,1,3,2,3,0,0,0,2,1,0,0,1,3,7,500367
李根,上海,山西,2019-11-12 19:35,106:87(已结束),0,11.1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,500536
王潼,上海,山西,2019-11-12 19:35,106:87(已结束),0,6.1,0,0,1,3,0,0,0,1,0,1,0,0,1,2,502769
詹姆斯-纳纳利,上海,山西,2019-11-12 19:35,106:87(已结束),0,32.6,2,4,6,11,3,4,0,3,4,2,0,1,0,21,100026410
罗汉琛,上海,山西,2019-11-12 19:35,106:87(已结束),0,12.8,0,3,0,0,0,0,0,3,2,0,0,0,0,0,501532
吴永盛,上海,山西,2019-11-12 19:35,106:87(已结束),0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100024775
刘传兴,青岛,广州,2019-11-12 19:35,115:100(已结束),1,2.8,0,0,1,2,0,0,1,1,0,1,0,0,0,2,100013553
翟逸,青岛,广州,2019-11-12 19:35,115:100(已结束),1,21.0,0,1,3,5,0,2,0,1,1,2,0,1,2,6,501470
赵泰隆,青岛,广州,2019-11-12 19:35,115:100(已结束),1,16.9,0,3,0,0,0,0,1,1,0,0,0,1,2,0,500382
王庆明,青岛,广州,2019-11-12 19:35,115:100(已结束),1,14.9,0,0,0,1,0,0,0,1,0,0,0,0,5,0,501485
达柳斯-亚当斯,青岛,广州,2019-11-12 19:35,115:100(已结束),1,39.0,2,8,12,17,15,18,4,12,7,3,0,5,1,45,503547
赵戌宏,青岛,广州,2019-11-12 19:35,115:100(已结束),0,12.2,0,0,1,2,2,2,1,3,1,0,1,0,2,4,502745
达卡里-约翰逊,青岛,广州,2019-11-12 19:35,115:100(已结束),0,33.0,0,0,6,11,5,6,4,16,5,1,2,3,2,17,100014112
焦海龙,青岛,广州,2019-11-12 19:35,115:100(已结束),0,33.2,1,4,3,5,2,2,2,7,1,0,1,2,4,11,502668
杨金蒙,青岛,广州,2019-11-12 19:35,115:100(已结束),0,19.2,3,4,1,2,0,0,1,2,1,1,0,0,2,11,501399
赵大鹏,青岛,广州,2019-11-12 19:35,115:100(已结束),0,5.3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,501180
张骋宇,青岛,广州,2019-11-12 19:35,115:100(已结束),0,30.8,3,7,5,10,0,0,1,3,0,0,0,1,1,19,500660
林韦翰,青岛,广州,2019-11-12 19:35,115:100(已结束),0,11.9,0,1,0,1,0,0,0,2,0,1,0,1,2,0,100024774
郑准,广州,青岛,2019-11-12 19:35,115:100(已结束),1,18.1,3,8,0,1,2,2,1,2,0,0,0,1,3,11,500509
安德鲁-尼克尔森,广州,青岛,2019-11-12 19:35,115:100(已结束),1,41.0,3,5,8,13,4,6,5,15,0,0,2,2,0,29,100002140
司坤,广州,青岛,2019-11-12 19:35,115:100(已结束),1,22.1,2,2,2,3,4,4,2,3,0,2,0,1,0,14,501746
陈盈骏,广州,青岛,2019-11-12 19:35,115:100(已结束),1,27.3,0,3,4,8,0,0,2,4,4,0,0,4,4,8,504143
马库斯-亨特,广州,青岛,2019-11-12 19:35,115:100(已结束),1,28.6,0,3,7,15,2,2,2,7,3,2,0,3,4,16,100028978
张永鹏,广州,青岛,2019-11-12 19:35,115:100(已结束),0,16.9,0,0,0,3,2,2,0,2,0,0,0,0,3,2,500352
孙鸣阳,广州,青岛,2019-11-12 19:35,115:100(已结束),0,15.3,1,3,0,2,0,0,0,4,1,1,0,0,4,3,501403
刘丰搏,广州,青岛,2019-11-12 19:35,115:100(已结束),0,19.5,2,5,0,2,0,0,0,1,1,0,0,0,2,6,501874
衡艺丰,广州,青岛,2019-11-12 19:35,115:100(已结束),0,14.5,0,2,2,4,0,0,0,1,2,1,0,0,1,4,501711
姚天一,广州,青岛,2019-11-12 19:35,115:100(已结束),0,24.8,1,4,0,0,0,0,1,3,1,2,0,1,4,3,501979
田宇恒,广州,青岛,2019-11-12 19:35,115:100(已结束),0,12.0,0,1,2,4,0,2,0,0,0,0,0,2,2,4,502739
李慕豪,深圳,北京,2019-11-13 19:35,109:104(已结束),1,30.6,0,0,0,4,2,2,1,3,0,0,0,3,3,2,501178
卢艺文,深圳,北京,2019-11-13 19:35,109:104(已结束),1,10.7,0,1,0,1,0,0,0,1,0,1,1,0,0,0,501672
何忠勉,深圳,北京,2019-11-13 19:35,109:104(已结束),1,21.1,1,1,1,1,0,0,0,4,0,0,1,2,2,5,500665
德怀特-拜克斯,深圳,北京,2019-11-13 19:35,109:104(已结束),1,39.1,1,4,7,12,6,6,0,6,8,2,0,3,4,23,504885
贺希宁,深圳,北京,2019-11-13 19:35,109:104(已结束),1,36.5,6,11,2,3,4,6,1,4,4,0,0,0,1,26,501994
沈梓捷,深圳,北京,2019-11-13 19:35,109:104(已结束),0,23.1,0,0,4,7,2,2,2,7,0,0,0,3,3,10,501674
孟铎,深圳,北京,2019-11-13 19:35,109:104(已结束),0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100111
韩驭丰,深圳,北京,2019-11-13 19:35,109:104(已结束),0,23.2,0,2,1,2,0,1,1,4,2,0,0,0,0,2,502848
